player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Rodrigo,ESP,MF,Leeds United,30,1991,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,84.2,230.0,28.0,9.0,10.0,90.0,6.0,7.0,85.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,12.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,13.0,4.0,0.0,19.0,2.0,2.0,100.0,2.0,0.0,16.0,42.0,19.0,0.0,0.0,0.0,21.0,15.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Jay Rodriguez,ENG,FW,Burnley,32,1989,1.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.23,0.0,0.23,0.23,0.23,0.8,1.0,1.0,0.0,100.0,1.3,1.3,0.0,0.0,0.18,-0.2,-0.2,9.0,13.0,69.2,119.0,42.0,6.0,8.0,75.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,33.3,1.0,10.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,4.0,11.0,7.0,1.0,20.0,1.0,1.0,100.0,1.0,0.0,11.0,141.0,46.0,2.0,1.0,0.0,25.0,10.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,40.0
Cristian Romero,ARG,MF,Tottenham,23,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Oriol Romeu,ESP,MF,Southampton,29,1991,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.9,1.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.02,0.0,0.0,28.0,41.0,68.3,506.0,119.0,14.0,17.0,82.4,8.0,13.0,61.5,5.0,9.0,55.6,0.0,0.0,1.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,4.0,11.0,9.0,28.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,18.0,5.0,27.8,7.0,9.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,52.0,2.0,14.0,24.0,15.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,26.0,99.0,23.0,2.0,1.0,0.0,37.0,32.0,86.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,66.7
Antonio Rüdiger,GER,DF,Chelsea,28,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,84.0,91.7,1509.0,365.0,25.0,26.0,96.2,39.0,42.0,92.9,10.0,13.0,76.9,0.0,0.0,8.0,0.0,0.0,5.0,84.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,7.0,5.0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,8.0,4.0,50.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,94.0,2.0,23.0,76.0,2.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,77.0,324.0,192.0,6.0,2.0,0.0,83.0,81.0,97.6,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,50.0
Lukas Rupp,GER,MF,Norwich City,30,1991,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.17,0.0,0.17,0.17,0.17,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.04,-0.2,-0.2,38.0,47.0,80.9,630.0,143.0,20.0,21.0,95.2,14.0,15.0,93.3,3.0,8.0,37.5,0.0,0.0,2.0,0.0,0.0,3.0,46.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,5.0,7.0,5.0,41.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,4.0,50.0,2.0,14.0,5.0,35.7,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,59.0,1.0,12.0,38.0,10.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,40.0,130.0,81.0,4.0,0.0,0.0,45.0,42.0,93.3,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0
José Sá,POR,GK,Wolves,28,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,417.0,232.0,4.0,4.0,100.0,5.0,5.0,100.0,6.0,11.0,54.5,0.0,0.0,1.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,7.0,1.0,12.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,28.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Allan Saint-Maximin,FRA,FW,Newcastle Utd,24,1997,1.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.42,0.42,0.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,85.0,518.0,117.0,14.0,15.0,93.3,19.0,19.0,100.0,0.0,4.0,0.0,0.6,4.0,4.0,2.0,2.0,2.0,40.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,34.0,1.0,5.0,2.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,80.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,7.0,36.0,24.0,4.0,52.0,7.0,8.0,87.5,7.0,0.0,56.0,391.0,304.0,12.0,9.0,2.0,51.0,45.0,88.2,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
Romain Saïss,MAR,DF,Wolves,31,1990,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,57.0,87.7,1034.0,611.0,16.0,17.0,94.1,25.0,27.0,92.6,8.0,11.0,72.7,-0.1,1.0,4.0,0.0,0.0,7.0,56.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,13.0,47.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,62.5,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,68.0,7.0,39.0,27.0,8.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,36.0,186.0,124.0,3.0,1.0,0.0,47.0,47.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,66.7
Bukayo Saka,ENG,FW,Arsenal,19,2001,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,78.3,246.0,59.0,9.0,11.0,81.8,9.0,9.0,100.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,21.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0,3.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,11.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,5.0,13.0,19.0,6.0,30.0,2.0,3.0,66.7,3.0,0.0,27.0,166.0,103.0,6.0,2.0,1.0,26.0,24.0,92.3,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Mohamed Salah,EGY,FW,Liverpool,29,1992,1.0,1.0,90.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,0.2,0.2,1.2,0.23,1.17,1.4,0.23,1.4,1.0,5.0,2.0,0.0,40.0,5.0,2.0,0.2,0.5,0.05,0.8,0.8,18.0,24.0,75.0,260.0,93.0,10.0,12.0,83.3,8.0,9.0,88.9,0.0,1.0,0.0,0.8,3.0,0.0,1.0,0.0,3.0,23.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,5.0,20.8,2.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,10.0,25.0,14.0,35.0,3.0,5.0,60.0,4.0,0.0,26.0,71.0,48.0,7.0,0.0,1.0,47.0,26.0,55.3,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
Mohammed Salisu,GHA,DF,Southampton,22,1999,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.0,1.0,1.0,0.0,100.0,1.0,1.0,0.0,0.0,0.02,0.0,0.0,36.0,43.0,83.7,740.0,318.0,10.0,13.0,76.9,20.0,21.0,95.2,5.0,8.0,62.5,0.0,0.0,4.0,0.0,0.0,4.0,43.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,12.0,34.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,7.0,0.0,56.0,7.0,26.0,30.0,4.0,2.0,56.0,1.0,1.0,100.0,1.0,0.0,29.0,178.0,109.0,6.0,0.0,0.0,30.0,30.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,3.0,62.5
Albert Sambi Lokonga,BEL,MF,Arsenal,21,1999,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.05,0.09,0.04,0.09,1.0,2.0,1.0,0.0,50.0,2.0,1.0,0.0,0.0,0.02,0.0,0.0,62.0,70.0,88.6,1177.0,232.0,24.0,26.0,92.3,27.0,29.0,93.1,9.0,13.0,69.2,-0.1,2.0,6.0,3.0,0.0,6.0,68.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,7.0,7.0,15.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,2.0,25.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,82.0,2.0,19.0,42.0,27.0,0.0,80.0,1.0,1.0,100.0,1.0,0.0,68.0,425.0,223.0,16.0,3.0,0.0,67.0,65.0,97.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Davinson Sánchez,COL,DF,Tottenham,25,1996,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.12,0.0,0.12,0.12,0.12,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12,-0.1,-0.1,20.0,28.0,71.4,561.0,210.0,2.0,3.0,66.7,13.0,13.0,100.0,5.0,12.0,41.7,0.0,0.0,2.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,11.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,100.0,0.0,11.0,7.0,63.6,6.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,6.0,0.0,40.0,12.0,24.0,15.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,23.0,124.0,23.0,0.0,0.0,0.0,26.0,25.0,96.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,50.0
Robert Sánchez,ESP,GK,Brighton,23,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.17,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,57.0,59.6,871.0,371.0,6.0,6.0,100.0,20.0,20.0,100.0,8.0,31.0,25.8,-0.2,1.0,1.0,0.0,0.0,0.0,46.0,11.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,26.0,9.0,37.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,47.0,59.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,41.0,173.0,121.0,0.0,0.0,0.0,37.0,37.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Jadon Sancho,ENG,FW,Manchester Utd,21,2000,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,116.0,10.0,7.0,9.0,77.8,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,9.0,5.0,0.0,13.0,1.0,2.0,50.0,1.0,0.0,12.0,47.0,32.0,1.0,1.0,0.0,18.0,12.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Sargent,USA,MF,Norwich City,21,2000,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.2,1.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.02,0.0,0.0,4.0,4.0,100.0,56.0,26.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,11.0,1.0,4.0,5.0,3.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,34.0,30.0,2.0,0.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ismaila Sarr,SEN,"MF,FW",Watford,23,1998,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1,0.1,0.2,0.06,0.19,0.25,0.06,0.25,1.0,3.0,2.0,0.0,66.7,3.0,2.0,0.33,0.5,0.02,0.9,0.9,18.0,25.0,72.0,336.0,99.0,11.0,16.0,68.8,5.0,5.0,100.0,2.0,4.0,50.0,-0.2,3.0,1.0,2.0,0.0,5.0,24.0,1.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,12.0,7.0,6.0,0.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.6,2.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,8.0,17.0,21.0,8.0,42.0,3.0,3.0,100.0,3.0,2.0,34.0,304.0,237.0,10.0,3.0,5.0,44.0,32.0,72.7,4.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
Jeffrey Schlupp,GHA,MF,Crystal Palace,28,1992,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,0.6,1.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.05,0.0,0.0,13.0,15.0,86.7,222.0,0.0,7.0,8.0,87.5,5.0,6.0,83.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,1.0,8.0,14.0,5.0,2.0,24.0,1.0,2.0,50.0,1.0,0.0,18.0,71.0,16.0,0.0,0.0,0.0,21.0,17.0,81.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Kasper Schmeichel,DEN,GK,Leicester City,34,1986,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,39.0,84.6,922.0,507.0,1.0,1.0,100.0,21.0,21.0,100.0,11.0,17.0,64.7,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,12.0,3.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,37.0,40.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,49.0,23.0,0.0,0.0,0.0,16.0,16.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
